Key,Id,Shared Comments,English(en),English(en) Comments,Polish(pl),Polish(pl) Comments
PhoneUI/PhoneUI/OutLayer/Screen/NewReminder/CalendarController/CalendarBG/TitlePanel/SundayText,23981070249984,,MainUI_00028,,Ndz,
PhoneUI/PhoneUI/OutLayer/Screen/NewReminder/CalendarController/CalendarBG/YearText,24055032606720,,MainUI_00029,,Rok,
PhoneUI/PhoneUI/OutLayer/Screen/NewReminder/CalendarController/CalendarBG/MonthText,24079581868032,,MainUI_00030,,Mies.,
PhoneUI/PhoneUI/OutLayer/Screen/NewReminder/RemindDays (1)/Text Area/Placeholder,24829645058048,,MainUI_00031,,Godzina ,
PhoneUI/PhoneUI/OutLayer/Screen/NewReminder/Repeat,25349550010368,,MainUI_00032,,Brak,
PhoneUI/PhoneUI/OutLayer/Screen/NewReminder/Repeat 1,25382055866368,,MainUI_00033,,Tygodniowo,
PhoneUI/PhoneUI/OutLayer/Screen/NewReminder/Repeat 2,25418529533952,,MainUI_00034,,Miesięcznie,
PhoneUI/PhoneUI/OutLayer/Screen/NewReminder/Repeat 3,25441430433792,,MainUI_00035,,Rocznie,
PhoneUI/PhoneUI/OutLayer/Screen/NewReminder/TitleInput/Text Area/Placeholder,25845266411520,,MainUI_00036,,Tytuł zdarzenia...,
PhoneUI/PhoneUI/OutLayer/Screen/NewReminder/DateInput/Text Area/Placeholder,26021930496000,,MainUI_00037,,Wybierz datę przyciskiem...,
PhoneUI/PhoneUI/OutLayer/Screen/MemoryView/Title,26233398915072,,MainUI_00038,,Pamięć,
PhoneUI/PhoneUI/OutLayer/Screen/NewMemory/TagInput/Text Area/Placeholder,32229550747648,,MainUI_00039,,"Wprowadź tagi (oddzielone ',')",
PhoneUI/PhoneUI/OutLayer/Screen/NewMemory/ValueInput/Text Area/Placeholder,32385624993792,,MainUI_00040,,Zapamiętane informacje...,
PhoneUI/PhoneUI/OutLayer/Screen/NewMemory/Title,32461713862656,,MainUI_00041,,Dodaj nową pamięć,
PhoneUI/PhoneUI/OutLayer/Screen/NewMemory/TagsTxt,32582941831168,,MainUI_00042,,Tagi do aktywacji:,
PhoneUI/PhoneUI/OutLayer/Screen/NewMemory/ValuesTxt,32663334055936,,MainUI_00043,,Pamięć:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SettingsView/Title,32790773788672,,MainUI_00044,,Ustawienia,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SettingsView/Scroll View/Viewport/Content/GeneralBar/Text (TMP),32864199274496,,MainUI_00045,,"<b><size=""11"">Ustawienia</size></b>
<i>Warunki użytkowania, nazwa gracza, głośność</i>
",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SettingsView/Scroll View/Viewport/Content/TextApiBar/Text (TMP),34044728078336,,MainUI_00046,,"<b><size=""11"">API tekstu</size></b>
<i>Ustawienia kluczy API do OpenAI i AIHorde</i>",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SettingsView/Scroll View/Viewport/Content/VoiceApiBar/Text (TMP),38500349800448,,MainUI_00047,,"<b><size=""11"">API głosu</size></b>
<i>Ustawienia kluczy API do usług głosowych</i>",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SettingsView/Scroll View/Viewport/Content/UIBar/Text (TMP),38910363987968,,MainUI_00048,,"<b><size=""11"">Interfejs</size></b>
<i>Wygląd postaci, motyw UI, rozmiary czcionek</i>
",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SettingsView/Scroll View/Viewport/Content/StreamerBar/Text (TMP),39203596169216,,MainUI_00049,,"<b><size=""11"">Tryb Portretu</size></b>
<i>Alternatywny wygląd Unity-chan</i>
",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SettingsView/Scroll View/Viewport/Content/ModsPortBar/Text (TMP),332698995159040,,MainUI_00050,,"<b><size=""11"">Zewnętrzna komunikacja</size></b>
<i>Ustawienia połączeń do kontroli poprzez inne aplikacje</i>",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SettingsView/Scroll View/Viewport/Content/ExceptionsBar/Text (TMP),332805572423680,,MainUI_00051,,"<b><size=""11"">Wyjątki okien</size></b>
<i>Wyłącz kolizje innych aplikacji, np. programy do nagrywania</i>
",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SettingsView/Scroll View/Viewport/Content/DefaultsBar/Text (TMP),333011932180480,,MainUI_00052,,"<b><size=""11"">Ustawienia domyślne</size></b>
<i>Przywrócenie ustawień, czyszczenie plików zapisu</i>
",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SettingsView/Scroll View/Viewport/Content/CreditsBar/Text (TMP),333141678780416,,MainUI_00053,,"<b><size=""11"">Twórcy gry</size></b>
<i>Twórcy gry, wspierający, specjalne podziękowania</i>
",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/GeneralView/Title,334028472086528,,MainUI_00054,,Ustawienia ogólne,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/GeneralView/Scroll View/Viewport/Content/UserName/Text (TMP),334769408471040,,MainUI_00055,,Nazwa użytkownika: ,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/GeneralView/Scroll View/Viewport/Content/UserName/UserNameInputField/Text Area/Placeholder,334924681605120,,MainUI_00056,,Nazwa użytkownika...,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/GeneralView/Scroll View/Viewport/Content/MasterVolume/Text (TMP),335081145921536,,MainUI_00057,,Głośność ogólna:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/GeneralView/Scroll View/Viewport/Content/VoiceVolume/Text (TMP),335175576481792,,MainUI_00058,,Głośność głosu:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/GeneralView/Scroll View/Viewport/Content/MusicVolume/Text (TMP),335242664374272,,MainUI_00059,,Głośność muzyki:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/GeneralView/Scroll View/Viewport/Content/GameSfxVolume/Text (TMP),335305142726656,,MainUI_00060,,Głośność dźwięków gry:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/TextApiView/Title,344286510739456,,MainUI_00061,,Ustawienia API tekstu,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/TextApiView/Scroll View/Viewport/Content/Language/Text (TMP),344367137845248,,MainUI_00062,,Język: ,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/TextApiView/Scroll View/Viewport/Content/SelectedLanguageApi/Text (TMP),344509173755904,,MainUI_00063,,Generowanie tekstu: ,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/TextApiView/Scroll View/Viewport/Content/Horde API Key/Text (TMP),344809708220416,,MainUI_00064,,Klucz API AIHorde: ,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/TextApiView/Scroll View/Viewport/Content/OpenAI API Key/Text (TMP),344865500852224,,MainUI_00065,,Klucz API OpenAI: ,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/TextApiView/Scroll View/Viewport/Content/SelectedGptMode/Text (TMP),344926494420992,,MainUI_00066,,Model GPT:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Title,346247033286656,,MainUI_00067,,Ustawienia API głosu,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Scroll View/Viewport/Content/Speech API/Text (TMP),347027266105344,,MainUI_00068,,API głosu: ,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Scroll View/Viewport/Content/Speech API/VoiceApiSelection,347069192368128,,MainUI_00069,,Brak,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Scroll View/Viewport/Content/NoVoiceOptions/NoVoicePitch/Text (TMP),347573813276672,,MainUI_00070,,Ton:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Scroll View/Viewport/Content/GoogleOptions/GoogleApiKey/Text (TMP),348731579592704,,MainUI_00071,,Klucz API:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Scroll View/Viewport/Content/GoogleOptions/GooglePitch/Text (TMP),348760054722560,,MainUI_00072,,Ton:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Scroll View/Viewport/Content/GoogleOptions/GoogleApiKey/GoogleApiInputField/Text Area/Placeholder,348871098920960,,MainUI_00073,,Klucz Google...,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Scroll View/Viewport/Content/ElevenLabsOptions/ElevenLabsApiKey/Text (TMP),348968700375040,,MainUI_00074,,Klucz API:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Scroll View/Viewport/Content/ElevenLabsOptions/ElevenLabsApiKey/ElevenLabsApiInputField/Text Area/Placeholder,349017509490688,,MainUI_00075,,Klucz ElevenLabs...,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Scroll View/Viewport/Content/ElevenLabsOptions/ElevenLabsVoiceId/Text (TMP),349074614939648,,MainUI_00076,,ID głosu:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/VoiceApiView/Scroll View/Viewport/Content/ElevenLabsOptions/ElevenLabsPitch/Text (TMP),349176083542016,,MainUI_00077,,Ton:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Title,354733737668608,,MainUI_00078,,Ustawienia Interfejsu,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/Title,354801714753536,,MainUI_00079,,Skórka i motyw,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/Character Scale/Text (TMP),354844458905600,,MainUI_00080,,Rozmiar postaci:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/Preferred skin/Text (TMP),354898250854400,,MainUI_00081,,Preferowana skórka: ,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/Preferred ui theme/Text (TMP),354950943895552,,MainUI_00082,,Preferowany motyw: ,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/UserTextColor/Text (TMP),355521537011712,,MainUI_00083,,Kolor tekstu użytkownika: ,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/UnityChanColor/Text (TMP),355608967278592,,MainUI_00084,,Kolor tekstu Unity-chan:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/Title (1),355692236795904,,MainUI_00085,,Rozmiar interfejsu i czcionek:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/Global Scale/Text (TMP),355800856686592,,MainUI_00086,,"Globalny rozmiar
[50 - 200%]:",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/NewMessagePopUp/Text (TMP),355978821005312,,MainUI_00087,,Pokazuj Pop-up nowej wiadomości:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/PopUpFontSize/Text (TMP),356998460502016,,MainUI_00088,,Rozmiar czcionki Pop-up:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/PopUpTime/Text (TMP),357103452319744,,MainUI_00089,,Opóźnienie zanikania Pop-up po wiadomości:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/UiView/Scroll View/Viewport/Content/LogFontSize/Text (TMP),357223451357184,,MainUI_00090,,Rozmiar czcionki w aplikacji wiadomości:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/StreamerView/Title,358518350442496,,MainUI_00091,,Ustawienia Trybu Portretu,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/StreamerView/Scroll View/Viewport/Content/StreamerModeOnDesktopCheckbox/Text (TMP),358634662686720,,MainUI_00092,,Używaj trybu portretu na pulpicie:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/StreamerView/Scroll View/Viewport/Content/StreamerModeInMinigamesCheckbox/Text (TMP),358702706880512,,MainUI_00093,,Używaj trybu portretu w minigrach:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/StreamerView/Scroll View/Viewport/Content/PositionX/Text (TMP),365029017546752,,MainUI_00094,,Pozycja poziomo:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/StreamerView/Scroll View/Viewport/Content/PositionY/Text (TMP),365074689323008,,MainUI_00095,,Pozycja pionowo:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/StreamerView/Scroll View/Viewport/Content/Scale/Text (TMP),365117479612416,,MainUI_00096,,Rozmiar:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/StreamerView/Scroll View/Viewport/Content/Rotation/Text (TMP),365144595787776,,MainUI_00097,,Obrót:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ModsAndPort/Title,365737523572736,,MainUI_00098,,Ustawienia Zewnętrznej Komunikacji,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ModsAndPort/Scroll View/Viewport/Content/PortEnabled/Text (TMP),366037516972032,,MainUI_00099,,Aktywna:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ModsAndPort/Scroll View/Viewport/Content/PortValue/Text (TMP),366162414956544,,MainUI_00100,,Port:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ExceptionsView/Title,366529542385664,,MainUI_00101,,Ustawienia wyjątków okien,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ExceptionsView/Scroll View/Viewport/Content/Position/WindowsExceptedTxt,366658919886848,,MainUI_00102,,Okna nie liczone jako kolizje:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ExceptionsView/Scroll View/Viewport/Content/Position (1)/ToExceptTxt,366710803427328,,MainUI_00103,,Wszystkie okna:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/DefaultsView/Title,372197955497984,,MainUI_00104,,Ustawienia Domyślne,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/DefaultsView/Scroll View/Viewport/Content/Position/Button/Text (TMP),372241840500736,,MainUI_00105,,Reset Pozycji,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/DefaultsView/Scroll View/Viewport/Content/Position/ResetDefaults/Text (TMP),372398141239296,,MainUI_00106,,Przywróć Ustawienia,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/DefaultsView/Scroll View/Viewport/Content/Position/PurgeSaveData/Text (TMP),372445641732096,,MainUI_00107,,Wyczyść Dane Zapisu,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ConfirmDefaultView/ExitConfirmText,373325149532160,,MainUI_00108,,Czy na pewno chcesz przywrócić ustawienia?,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ConfirmDefaultView/GoBackBtn/Text,373532629168128,,MainUI_00109,,Powrót,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ConfirmDefaultView/ResetBtn/Text,373569518071808,,MainUI_00110,,Przywróć ustawienia,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ConfirmSavePurgeView/ExitConfirmText,374360404422656,,MainUI_00111,,Czy na pewno chcesz wyczyścić dane zapisu?,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ConfirmSavePurgeView/GoBackBtn/Text,374632031744000,,MainUI_00112,,Powrót,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/ConfirmSavePurgeView/DeleteSaveBtn/Text,374661840662528,,MainUI_00113,,Usuń dane zapisu,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/CreditsView/Title,375347575812096,,MainUI_00114,,Twórcy,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/CreditsView/Scroll View/Viewport/Content/GameCreatedByTxt,375394380050432,,MainUI_00115,,Gra stworzona przez:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/CreditsView/Scroll View/Viewport/Content/UnityAssets,375470410199040,,MainUI_00116,,Oryginalne materiały Unity-chan:,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/CreditsView/Scroll View/Viewport/Content/UnityWebsite,375794755727360,,MainUI_00117,,"<color=#1D7CEAFF><link=""https://unity-chan.com/"">Oficjalna strona Unity-chan</link></color>
",
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/CreditsView/Scroll View/Viewport/Content/SpecialThanks/Text (TMP),375901219745792,,MainUI_00118,,Specjalne podziękowania,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/CreditsView/Scroll View/Viewport/Content/ThankTxt,376248516505600,,MainUI_00119,,Dziękuję <b>Ci</b> za grę!,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SpecialThanksView/Title,385519773839360,,MainUI_00120,,Specjalne Podziękowani,
PhoneUI/PhoneUI/OutLayer/Screen/SettingsGroup/SpecialThanksView/Scroll View/Viewport/Content/Panel/Info,385598236684288,,MainUI_00121,, <color=#ffcd5d>💖</color> Dzięki Wam ten projekt zaistniał! <color=#ffcd5d>💖</color>,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Start/WizardPageContent/Title,385890378346496,,MainUI_00122,,Kreator Konfiguracji 🧙‍,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Start/WizardPageContent/Description,386834906247168,,MainUI_00123,,"Kreator Konfiguracji pomoże Ci przejść przez wstępne ustawienie aplikacji.

Zawsze możesz cofnąć do poprzedniego kroku używajac przycisku 'cofnij', wszystkie opcję będą dostępne do zmiany w aplikacji 'Ustawienia'.",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Start/WizardPageContent/Description (1),386890975703040,,MainUI_00124,,Kontynuować?,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Start/WizardPageContent/NextBtn/Text (TMP),386937482145792,,MainUI_00125,,Wszystko Jasne!,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Start/WizardPageContent/BackBtn/Text (TMP),386997578133504,,MainUI_00126,,Cofnij,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Start/WizardPageContent/BackBtn/Text (TMP) 1,387163785818112,,MainUI_00127,,Cofnij,
WizardPageContent/Prefab Mode in Context/WizardPageContent/BackBtn/Text (TMP),387345411764224,,MainUI_00128,,Cofnij,
WizardPageContent/Prefab Mode in Context/WizardPageContent/NextBtn/Text (TMP),387488156512256,,MainUI_00129,,Dalej!,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Terms/WizardPageContent/Title,390256506204160,,MainUI_00130,,Ustawienia Prywatności,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Terms/WizardPageContent/Panel/Info,390653115396096,,MainUI_00131,,"Aby zapewnić przejrzystość w kontekście używania danych przez aplikację, poniżej są wylistowane wszystkie sposoby w jakie dane użytkownika mogą myć przetworzone.
Niektóre funkcje są opcjonalne i mogą być włączone lub wyłączone poprzez zaznaczenie checkbox'a w ustawieniach gry.",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Terms/WizardPageContent/Panel/UserInput,390961811976192,,MainUI_00132,,<b>1. Przetwarzanie czatu w grze</b>: Wszelkie dane wprowadzone przez użytkownika w czacie gry mogą być odczytywane w celu wygenerowania odpowiednich odpowiedzi w trakcie rozmowy.,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Terms/WizardPageContent/Panel/Achievements,391172898713600,,MainUI_00133,,<b>2. Śledzenie postępów w grze</b>: Gra może śledzić wybrane działania gracza w celu wyświetlania statystyk i odblokowywania osiągnięć.,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Terms/WizardPageContent/Panel/OpenGames,391251067957248,,MainUI_00134,,"<b>3. Monitorowanie aplikacji</b>: Nazwy aktualnie uruchomionych aplikacji lub gier mogą być odczytywane, aby Unity-chan mogła komentować to, co dzieje się na komputerze. Odczytywane są wyłącznie nazwy procesów; żadne dodatkowe dane nie są przetwarzane.",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Terms/WizardPageContent/Panel/DesktopApps,391315672821760,,MainUI_00135,,"<b>4. Nazwy plików na pulpicie</b>: Nazwy plików widocznych na pulpicie mogą być odczytywane, by Unity-chan mogła komentować to, co „widzi”. Odczytywane są tylko nazwy plików; zawartość plików ani inne dane nie są przetwarzane.",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Terms/WizardPageContent/Panel/UserFacts,391388125229056,,MainUI_00136,,"<b>5. Zapamiętywanie udostępnionych faktów</b>: Unity-chan może zapamiętywać fakty, które użytkownik udostępnił na swój temat, aby mogła do nich nawiązywać w przyszłych rozmowach. Po wyłączeniu tej funkcji system przestaje działać, a wcześniej zapisane fakty nie są używane ani aktualizowane.",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/Terms/WizardPageContent/Panel/Commands,391816527245312,,MainUI_00137,,"<b>6. Tryb podwyższonych uprawnień</b>: Umożliwia Unity-chan uruchamianie poleceń systemowych. Funkcja przeznaczona jest dla zaawansowanych użytkowników, ponieważ jej niewłaściwe użycie może zaszkodzić systemowi. Dla bezpieczeństwa funkcja jest domyślnie wyłączona.",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/UserName/WizardPageContent/Title,392192122974208,,MainUI_00138,,Nazwa użytkownika,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/UserName/WizardPageContent/Description,392278466916352,,MainUI_00139,,"Jak <color=""orange"">Unity-chan</color> ma się do Ciebie zwracać",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/UserName/WizardPageContent/UserName/UserNameInputField/Text Area/Placeholder,392445731565568,,MainUI_00140,,"Nazwa użytkownika...
",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/TextApi/WizardPageContent/Title,398111439351808,,MainUI_00141,,API generowania tekstu,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/TextApi/WizardPageContent/Description,398470358528000,,MainUI_00142,,"<color=""orange"">Unity-Chan</color> potrzebuje generowania tekstu by mogła Ci odpowiadać.

Obecnie są dostępne trzy opcje:",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/TextApi/WizardPageContent/OpenAIBtn/Text (TMP),406254319857664,,MainUI_00143,,"OpenAI:
<color=""green"">Szybszy, bardziej zaawansowany</color>,
ale <color=""red"">płatny</color>",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/TextApi/WizardPageContent/HordeAiBtn/Text (TMP),406392991936512,,MainUI_00144,,"HordeAI:
<color=""red"">DUŻO wolniejszy, brak niektórych funkcji</color>, ale <color=""green"">darmowy</color>",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/OpenAi_Links/WizardPageContent/Title,406621568921600,,MainUI_00145,,Linki OpenAI,
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/OpenAi_Links/WizardPageContent/Description,407235447255040,,MainUI_00146,,"Tutaj możesz znaleźć pomocne linki które mogą pomóc podczas konfiguracji. Link OpenAI jest potrzebny do rejestracji, a link YouTube może pomóc w przypadku trudności.

Otwórz oba z nich i kontynuuj do kolejnego kroku.",
PhoneUI/PhoneUI/OutLayer/Screen/WizardView/OpenAi_Links/WizardPageContent/OpenAISite/Text (TMP),407383585878016,,MainUI_00147,,"Strona OpenAI
<color=""blue"">https://openai.com/index/openai-api/</color>",
