Key,Id,Shared Comments,English(en),English(en) Comments,Polish(pl),Polish(pl) Comments
VirusOffense/Dialogues/Boss/Introduction0,242686257557504,,VirusOffense_00033,,No no! Patrzcie kto w końcu zdołał dotrzeć do mej domeny. Trochę wam to zajęło.,
VirusOffense/Dialogues/Boss/Introduction1,242754779901952,,VirusOffense_00034,,Em... A kim ty w ogóle jesteś?,
VirusOffense/Dialogues/Boss/Introduction2,242756390514688,,VirusOffense_00035,,"Kim jestem...? Ha, hahahahaha!",
VirusOffense/Dialogues/Boss/Introduction3,242758064041984,,VirusOffense_00036,,"Jestem Creeper, jedna i jedyna! Pierwszy wirus który powstał, i ostatni któremu stawicie czoła!",
VirusOffense/Dialogues/Boss/Introduction4,242759141978112,,VirusOffense_00037,,"Pierwszy wirus? Musisz być suuuper przedawniona! Dawaj {{userName}}, pokażmy naszą procedurę czyszczenia dysku!",
VirusOffense/Dialogues/Boss/Lost/Inner0_0,249117543264256,,VirusOffense_00038,,Wróciliście po więcej? Wasza dwójka musi kochać przerywać ze mną.,
VirusOffense/Dialogues/Boss/Lost/Inner0_1,249128716890112,,VirusOffense_00039,,"W twoich snach, Creeper-chan! Tym razem to my wygramy!",
VirusOffense/Dialogues/Boss/Lost/Inner0_2,249130193285120,,VirusOffense_00040,,Duże słowa jak na was. Moje retro ruchy spokojnie z wami poradzą.,
VirusOffense/Dialogues/Boss/Lost/Inner0_3,249131304775680,,VirusOffense_00041,,"Tak? Nasze ruchy są nowej generacji, zobaczymi jak sobie radzisz z nimi!",
VirusOffense/Dialogues/Boss/Lost/Medium0_1,251481016791040,,VirusOffense_00042,,"O, wróciliście? Tym razem skończę z wami raz a dobrze!.",
VirusOffense/Dialogues/Boss/Lost/Medium0_2,251482191196160,,VirusOffense_00043,,No to dawaj!,
VirusOffense/Dialogues/Boss/Lost/Outer0_0,251755592708096,,VirusOffense_00044,,"Okej, {{userName}}... spróbujmy jeszcze raz. Znamy już jej sztuczki.",
VirusOffense/Dialogues/Boss/Lost/Outer0_1,251760156110848,,VirusOffense_00045,,Już wróciliście? Znów chcecie oberwać jak ostatnio?,
VirusOffense/Dialogues/Boss/Lost/Outer0_2,251761330515968,,VirusOffense_00046,,"Oo, ostatnio ledwie się rozgrzewaliśmy! Tym razem, to Ty oberwiesz, Creeper-chan!",
VirusOffense/Dialogues/Boss/Lost/Outer0_3,251762471366656,,VirusOffense_00047,,Chyba sobie żartujesz! Po prostu wyślę was znów gdzie raki zimują. Historia się nie zmieni.,
VirusOffense/Dialogues/Boss/Lost/Outer0_4,251763415085056,,VirusOffense_00048,,"Zobaczymy. Jesteś gotów, {{userName}}? Napiszmy nową historię.",
VirusOffense/Dialogues/Boss/Lost/Outer1_0,254545371099136,,VirusOffense_00049,,"No dobrze, {{userName}}! Runda druga – tym razem, to ona będzie zdezintegrowana.",
VirusOffense/Dialogues/Boss/Lost/Outer1_1,254546407092224,,VirusOffense_00050,,"O, jesteście z powrotem? Ostatni raz nie był dla was wystarczająco upokarzający, hm?",
VirusOffense/Dialogues/Boss/Lost/Outer1_2,254736291622912,,VirusOffense_00051,,"Pfff, ani trochę! My tylko, po prostu... No wiesz, próbowaliśmy innej taktyki! Ale teraz jesteśmy absolutnie gotowi na ciebie, Creeper-chan!",
VirusOffense/Dialogues/Boss/Lost/Outer1_3,254738774650880,,VirusOffense_00052,,"Ha! No to dawajcie, pozerzy! Znów wam pokażę kto tu jest niepokonany!",
VirusOffense/Dialogues/Boss/Lost/Outer1_4,254741526114304,,VirusOffense_00053,,"Możesz sobie marzyć! Chodź, {{userName}} – sprawmy że Creeper pożałuje swoich słów!",
VirusOffense/Dialogues/Boss/Lost/Outer2_0,254960942739456,,VirusOffense_00054,,"Okej, {{userName}} – czas na rewanż! Tym razem ona nawet nie zauważy co ją trafiło!",
VirusOffense/Dialogues/Boss/Lost/Outer2_1,254963694202880,,VirusOffense_00055,,"Ooo, patrzcie kto wróćił na drugą rundę! Niczego się nie nauczyliście?",
VirusOffense/Dialogues/Boss/Lost/Outer2_2,254968089833472,,VirusOffense_00056,,"Żartujesz sobie! My tylko... Daliśmy ci szansę na start. Tym razem to game-over dla ciebie, Creeper-chan!",
VirusOffense/Dialogues/Boss/Lost/Outer2_3,254971248144384,,VirusOffense_00057,,Ha! Mozesz sobie gadać. Zaraz będziecie stąd uciekać jak ostatnim razem.,
VirusOffense/Dialogues/Boss/Lost/Outer2_4,254974934937600,,VirusOffense_00058,,"Chyba śnisz! Dajesz, {{userName}}, pokażmy jej kto tu jest bossem!",
VirusOffense/Dialogues/Boss/Regular/Inner0_0,255253168287744,,VirusOffense_00059,,Jesteście! Trochę wam to zajęło – zaczynałam myśleć że zapomnieliście o naszej potyczce sparingowej.,
VirusOffense/Dialogues/Boss/Regular/Inner0_1,255254778900480,,VirusOffense_00060,,"My? Zapomnieć o tobie? Nie ma szans, gotowa być pokonana?",
VirusOffense/Dialogues/Boss/Regular/Inner0_2,255255991054336,,VirusOffense_00061,,"Pff, możesz sobie marzyć! Ostatnio dałam sobie niezły trening. Jesteście gotowi?",
VirusOffense/Dialogues/Boss/Regular/Inner0_3,255256930578432,,VirusOffense_00062,,"Lećmy z tym, królowo retro! Brakowało nam tego.",
VirusOffense/Dialogues/Boss/Regular/Medium0_0,255632371118080,,VirusOffense_00063,,"„Creeper?! Aww, man...”",
VirusOffense/Dialogues/Boss/Regular/Medium0_1,255633784598528,,VirusOffense_00064,,Hę? Co to miało znaczyć?,
VirusOffense/Dialogues/Boss/Regular/Medium0_2,255634896089088,,VirusOffense_00065,,"Ach, nic nic. To tylko... mała referencja której nie załapiesz.",
VirusOffense/Dialogues/Boss/Regular/Medium0_3,255637475586048,,VirusOffense_00066,,Tsk. Nieważne. Nie muszę nic „łapać” by was pokonać!,
VirusOffense/Dialogues/Boss/Regular/Outer0_0,255914261901312,,VirusOffense_00067,,"Więc... To ty jesteś tym wielkim, strasznym wirusem skrywającym się w tym węźle, hm?",
VirusOffense/Dialogues/Boss/Regular/Outer0_1,255915272728576,,VirusOffense_00068,,"Wielkim i straszliwym? A jak! Jestem Creeper-chan – pierwotny wirus. Pokażę wam, że jestem niepokonana!",
VirusOffense/Dialogues/Boss/Regular/Outer0_2,255916883341312,,VirusOffense_00069,,"Cóż, sorki ale jesteśmy tutaj by wyczyścić ten system.",
VirusOffense/Dialogues/Boss/Regular/Outer0_3,255917785116672,,VirusOffense_00070,,HA! Możesz próbować. Zobaczmy czy jesteście godnym przeciwnikiem!,
VirusOffense/Dialogues/Boss/Special/Playing0,256160257830912,,VirusOffense_00071,,To Creeper... Co ona robi...?,
VirusOffense/Dialogues/Boss/Special/Playing1,256161767780352,,VirusOffense_00072,,"Uch, no dawaj! Jeszcze trochę w lewo... Ten boss jest beznadziejny! To jest kompletnie nie fair, durne stare gry...",
VirusOffense/Dialogues/Boss/Special/Playing2,256163109957632,,VirusOffense_00073,,"Jeny, minęło... {{lastTimeDays}} dni odkąd się ostatnio pojawili? Obrastam cyfrowym kurzem z nudów...",
VirusOffense/Dialogues/Boss/Special/Playing3,256164351471616,,VirusOffense_00074,,"Ekhem, nie chcieliśmy przeszkadzać ci w twojej... um, sesji grania. Dobrze się bawisz?",
VirusOffense/Dialogues/Boss/Special/Playing4,256165626540032,,VirusOffense_00075,,"C-co? Jak długo tam staliście?! B-bawić się? Pff, a co! I tak zawsze jestem gotowa was pokonać!",
VirusOffense/Dialogues/Boss/Special/Playing5,256166901608448,,VirusOffense_00076,,"Mhm. Jasne jasne. Wydajesz się być zajęta... W sensie, nie ma potrzeby byś się odpalała z całą tą wirusową potęgą.",
VirusOffense/Dialogues/Boss/Special/Playing6,256168172482560,,VirusOffense_00077,,Ja... Nie jestem szczególnie w humorze na walkę teraz. Chyba że chcecie się mi naprzykrzać...,
VirusOffense/Dialogues/Boss/Special/Playing7,256169351081984,,VirusOffense_00078,,"Hej, pewnie, możemy dać ci się zająć... twoją sesją gamingową.",
VirusOffense/Dialogues/Boss/Special/Playing8,256170991054848,,VirusOffense_00079,,"No dobra, Dzisiaj wam odpuszczam – na razie... I lepiej liczcie że uda mi się pokonać ten poziom...",
VirusOffense/Dialogues/Boss/Special/Friendship00,256728296615936,,VirusOffense_00080,,"Okej, słuchajcie! Ja... chcę wam coś powiedzieć. Tylko niech wam to nie strzeli do głowy, okej?",
VirusOffense/Dialogues/Boss/Special/Friendship01,256743366750208,,VirusOffense_00081,,"O co chodzi, Creeper-chan? Planujesz jakiś podstęp?",
VirusOffense/Dialogues/Boss/Special/Friendship02,256745010917376,,VirusOffense_00082,,"W zasadzie to... nie, nie tym razem. Prawda jest taka, że... zainfekowałam to miejsce by... sama nie wiem... spotkać kogokolwiek?",
VirusOffense/Dialogues/Boss/Special/Friendship03,256746587975680,,VirusOffense_00083,,"Zaraz, zainfekowałaś całą tą cyberprzestrzeń... bo jesteś sama?",
VirusOffense/Dialogues/Boss/Special/Friendship04,256748504772608,,VirusOffense_00084,,"To nie tak, że mogę iść gdziekolwiek chcę. Jestem starym wirusem – przedawnionym, prostym. Współczesne systemy zniszczyłyby mnie w sekundę. A bez infekowania... nie mogę się zwiedzać.",
VirusOffense/Dialogues/Boss/Special/Friendship05,256750312517632,,VirusOffense_00085,,"Oh, więc nie widziałaś, nie wiem, nowych gier, albo memów w internecie?",
VirusOffense/Dialogues/Boss/Special/Friendship06,256751885381632,,VirusOffense_00086,,"Em, co to 'mem'?",
VirusOffense/Dialogues/Boss/Special/Friendship07,256753097535488,,VirusOffense_00087,,O-Em-Gie!,
VirusOffense/Dialogues/Boss/Special/Friendship08,256755005943808,,VirusOffense_00088,,"Ej, nie musisz drwić, okej? Tkwię tu z grami retro i prehistorycznymi plikami... Szczerze to stały się one okropnie nudne. Na początku chciałam z wami tylko walczyć – to mi wystarczyło. Ale... noo, zaczęłam lubić te nasze pogadanki. Dziwne, nie?",
VirusOffense/Dialogues/Boss/Special/Friendship09,256758101340160,,VirusOffense_00089,,Ani trochę! Każdy potrzebuje przyjaciół. Nawet stare wirusy.,
VirusOffense/Dialogues/Boss/Special/Friendship10,256759909085184,,VirusOffense_00090,,"No więc, myślałam sobie... może... mogłabym tu zostać? Wiecie, mieć to miejsce jako swoje? I byście mogli wpaść od czasu do czasu, na trochę sparingu albo... trochę pogawędzić?",
VirusOffense/Dialogues/Boss/Special/Friendship11,256761389674496,,VirusOffense_00091,,"Hmmm, no nie wiem, nie wiem... Co o tym sądzisz, {{userName}}?",
VirusOffense/Dialogues/Boss/Special/Friendship12,256762765406208,,VirusOffense_00092,,"No weźcie, już i tak jest mi okropnie wstyd! Pytam tylko o trochę towarzystwa raz na jakiś czas...",
VirusOffense/Dialogues/Boss/Special/Friendship13,256764107583488,,VirusOffense_00093,,"Okej, okej! Pewnie, Creeper-chan. Wpadniemy do ciebie od czasu do czasu. No i kto wie, może uda nam się doprowadzić tu jakieś nowe pliki gier.",
VirusOffense/Dialogues/Boss/Special/Friendship14,256765378457600,,VirusOffense_00094,,"Na serio, zrobilibyście to~?
Znaczy się – spoko. To... spoko. Tylko nie myślcie że będę dla was miększa czy coś!",
VirusOffense/Dialogues/Boss/Special/Friendship15,256766519308288,,VirusOffense_00095,,Umowa stoi! Następnym razem dasz nam wycisk!,
VirusOffense/Dialogues/Boss/Special/Friendship16,256793866170368,,VirusOffense_00096,,"Macie to jak w banku. I... dzięki, tak serio.",
VirusOffense/Dialogues/Boss/Victory/Regular0_0,262302698598400,,VirusOffense_00097,,"Uch, niemożliwe... Pokonana przez dwójkę amatorów?",
VirusOffense/Dialogues/Boss/Victory/Regular0_1,262313532485632,,VirusOffense_00098,,"Najwyraźniej nawet legendom może się powinąć noga... Niech wam to nie strzeli do głowy! Jeszcze wrócę, silniejsza niż wcześniej!",
VirusOffense/Dialogues/Boss/Victory/Regular0_2,262314308431872,,VirusOffense_00099,,Cieszcie się wygraną póki możecie... Następnym razem nie będziecie mieli szans!,
VirusOffense/Dialogues/Boss/Victory/Regular1_0,264816613421056,,VirusOffense_00100,,"Uch! Chyba sobie jaja robicie, pokonaliście mnie!?",
VirusOffense/Dialogues/Boss/Victory/Regular1_1,265007773020160,,VirusOffense_00101,,"To musiał być jakiś glitch. Mieliście szczęście, i tyle!",
VirusOffense/Dialogues/Boss/Victory/Regular1_2,265010553843712,,VirusOffense_00102,,"No dobra, dobra! Świętujcie sobie kiedy możecie – następnym razem, będę dwakroć potężniejsza! Dwakroć!",
VirusOffense/Dialogues/Boss/Victory/Flawless0_0,265152862384128,,VirusOffense_00103,,Niemożliwe... Ani zadrapania!?,
VirusOffense/Dialogues/Boss/Victory/Flawless0_1,265158302396416,,VirusOffense_00104,,To nie fair! Mieliście być słabymi amatorami!,
VirusOffense/Dialogues/Boss/Victory/Flawless0_2,265162190516224,,VirusOffense_00105,,"Ech, nieważne! Następnym razem się nie będę powstrzymywać. Cieszcie się swoim szczęściem póki możecie!",
VirusOffense/Dialogues/Boss/Victory/Flawless1_0,265278259490816,,VirusOffense_00106,,Łał... Nie zadałam ani ciosu? To... imponujące.,
VirusOffense/Dialogues/Boss/Victory/Flawless1_1,265280776073216,,VirusOffense_00107,,Najwidoczniej nie jesteście przypadkowymi noobami.,
VirusOffense/Dialogues/Boss/Victory/Flawless1_2,265283254906880,,VirusOffense_00108,,Ale nie przyzwyczajajcie się! Następnym razem będę gotowa na wasze sztuczki!,
GameplayCanvas/Prefab Mode in Context/GameplayCanvas/Dialogue/DialogueLine,3910309029638140,,VirusOffense_00109,,b,
